#,from,to,PM10,PM2.5,NO,NO2,NOX,CO,SO2,NH3,Ozone,Benzene
227,2023-02-03 08:30:00,2023-02-03 08:45:00,117.0,100.0,,66.9,51.5,1.24,,21.0,28.4,0.2
228,2023-02-03 08:45:00,2023-02-03 09:00:00,197.0,92.0,,69.6,50.7,1.13,,20.9,,0.2
229,2023-02-03 09:00:00,2023-02-03 09:15:00,197.0,92.0,,71.1,50.7,1.04,,21.4,,0.2
230,2023-02-03 09:15:00,2023-02-03 09:30:00,197.0,92.0,,72.0,50.5,0.98,,22.8,46.2,0.2
231,2023-02-03 09:30:00,2023-02-03 09:45:00,197.0,92.0,,73.5,50.1,0.95,,24.4,49.4,0.2
232,2023-02-03 09:45:00,2023-02-03 10:00:00,179.0,50.0,,73.9,49.0,,,27.7,51.2,0.2
233,2023-02-03 10:00:00,2023-02-03 10:15:00,179.0,50.0,,74.3,48.7,,,30.4,51.9,0.2
234,2023-02-03 10:15:00,2023-02-03 10:30:00,179.0,50.0,,74.8,48.4,1.84,,31.4,53.3,0.2
235,2023-02-03 10:30:00,2023-02-03 10:45:00,179.0,50.0,,75.9,48.4,0.98,,31.9,54.6,0.2
236,2023-02-03 10:45:00,2023-02-03 11:00:00,179.0,37.0,,76.7,48.5,0.96,,31.5,55.0,0.2
237,2023-02-03 11:00:00,2023-02-03 11:15:00,179.0,37.0,,77.9,48.2,0.94,,30.3,59.0,0.2
238,2023-02-03 11:15:00,2023-02-03 11:30:00,179.0,37.0,,78.2,47.5,0.93,,30.5,59.9,0.2
239,2023-02-03 11:30:00,2023-02-03 11:45:00,179.0,37.0,,77.7,47.5,0.93,,30.8,59.1,0.1
240,2023-02-03 11:45:00,2023-02-03 12:00:00,114.0,22.0,,,,0.94,,,55.9,0.1
241,2023-02-03 12:00:00,2023-02-03 12:15:00,114.0,22.0,,,,0.97,,,53.9,0.1
242,2023-02-03 12:15:00,2023-02-03 12:30:00,114.0,22.0,,,,1.02,,25.3,50.9,0.1
243,2023-02-03 12:30:00,2023-02-03 12:45:00,114.0,22.0,,76.8,44.2,1.05,,24.0,52.0,0.1
244,2023-02-03 12:45:00,2023-02-03 13:00:00,97.0,27.0,,79.8,46.6,1.06,,25.4,52.3,0.1
245,2023-02-03 13:00:00,2023-02-03 13:15:00,97.0,27.0,,83.0,49.0,1.03,,25.9,55.5,0.1
246,2023-02-03 13:15:00,2023-02-03 13:30:00,97.0,27.0,,82.9,49.0,0.98,,24.4,57.3,0.1
247,2023-02-03 13:30:00,2023-02-03 13:45:00,97.0,27.0,,82.2,48.7,0.94,,22.3,61.7,0.1
248,2023-02-03 13:45:00,2023-02-03 14:00:00,147.0,24.0,,81.2,47.9,0.94,,21.1,60.8,0.1
249,2023-02-03 14:00:00,2023-02-03 14:15:00,147.0,24.0,,81.5,47.8,0.94,,20.2,60.3,0.1
250,2023-02-03 14:15:00,2023-02-03 14:30:00,147.0,24.0,,80.2,47.0,0.94,,19.8,61.6,0.1
251,2023-02-03 14:30:00,2023-02-03 14:45:00,147.0,24.0,,80.1,46.8,0.92,,19.8,58.5,0.1
252,2023-02-03 14:45:00,2023-02-03 15:00:00,108.0,27.0,,80.4,46.9,0.9,,20.3,58.7,0.1
253,2023-02-03 15:00:00,2023-02-03 15:15:00,108.0,27.0,,80.6,46.8,0.89,,20.7,60.8,0.1
254,2023-02-03 15:15:00,2023-02-03 15:30:00,108.0,27.0,,81.6,47.4,0.89,,20.2,57.8,0.1
255,2023-02-03 15:30:00,2023-02-03 15:45:00,108.0,27.0,,82.5,47.2,0.89,,20.2,54.7,0.1
256,2023-02-03 15:45:00,2023-02-03 16:00:00,128.0,14.0,,83.8,47.7,0.88,,19.9,53.3,0.1
257,2023-02-03 16:00:00,2023-02-03 16:15:00,128.0,14.0,,84.8,48.1,0.86,,19.9,51.4,0.1
258,2023-02-03 16:15:00,2023-02-03 16:30:00,128.0,14.0,,84.5,48.9,0.92,,19.3,50.0,0.1
259,2023-02-03 16:30:00,2023-02-03 16:45:00,128.0,14.0,,84.9,49.3,0.95,,19.3,49.9,0.1
260,2023-02-03 16:45:00,2023-02-03 17:00:00,121.0,34.0,,85.7,49.3,0.97,,18.9,49.3,0.1
261,2023-02-03 17:00:00,2023-02-03 17:15:00,121.0,34.0,,87.2,50.1,0.95,,19.5,48.9,0.1
262,2023-02-03 17:15:00,2023-02-03 17:30:00,121.0,34.0,,87.7,50.6,0.96,,22.2,47.1,0.1
263,2023-02-03 17:30:00,2023-02-03 17:45:00,121.0,34.0,,88.6,51.5,0.98,,23.5,44.5,0.1
264,2023-02-03 17:45:00,2023-02-03 18:00:00,184.0,38.0,,90.6,52.7,1.01,,24.4,38.9,0.1
265,2023-02-03 18:00:00,2023-02-03 18:15:00,184.0,38.0,,92.5,54.2,1.1,,24.4,32.5,0.1
266,2023-02-03 18:15:00,2023-02-03 18:30:00,184.0,38.0,,94.8,55.5,1.31,,24.1,28.8,0.1
267,2023-02-03 18:30:00,2023-02-03 18:45:00,184.0,38.0,,95.4,56.4,1.28,,24.3,21.2,0.1
268,2023-02-03 18:45:00,2023-02-03 19:00:00,184.0,64.0,,96.6,57.8,1.33,,24.5,19.4,0.1
269,2023-02-03 19:00:00,2023-02-03 19:15:00,184.0,64.0,,98.5,59.4,1.33,,24.5,20.0,0.1
270,2023-02-03 19:15:00,2023-02-03 19:30:00,184.0,64.0,,98.5,59.8,1.43,,24.9,11.7,0.1
271,2023-02-03 19:30:00,2023-02-03 19:45:00,184.0,64.0,,98.3,60.3,1.55,,24.9,8.8,0.1
272,2023-02-03 19:45:00,2023-02-03 20:00:00,266.0,60.0,,98.8,61.5,1.42,,25.2,13.8,0.2
273,2023-02-03 20:00:00,2023-02-03 20:15:00,266.0,60.0,,100.8,63.1,1.34,,25.1,20.7,0.2
274,2023-02-03 20:15:00,2023-02-03 20:30:00,266.0,60.0,,101.4,64.2,1.45,,25.2,15.8,0.2
275,2023-02-03 20:30:00,2023-02-03 20:45:00,266.0,60.0,,100.8,64.4,1.67,,25.9,8.1,0.2
276,2023-02-03 20:45:00,2023-02-03 21:00:00,276.0,52.0,,100.8,65.5,1.56,,26.3,4.7,0.2
277,2023-02-03 21:00:00,2023-02-03 21:15:00,276.0,52.0,,102.4,68.0,1.43,,26.6,5.0,0.2
278,2023-02-03 21:15:00,2023-02-03 21:30:00,276.0,52.0,,100.9,68.6,1.57,,24.8,5.3,0.2
279,2023-02-03 21:30:00,2023-02-03 21:45:00,276.0,52.0,,100.4,69.5,1.45,,23.8,5.2,0.2
280,2023-02-03 21:45:00,2023-02-03 22:00:00,222.0,59.0,,100.7,71.0,1.69,,22.9,5.9,0.2
281,2023-02-03 22:00:00,2023-02-03 22:15:00,222.0,59.0,,100.0,71.9,1.49,,21.5,6.7,0.2
282,2023-02-03 22:15:00,2023-02-03 22:30:00,222.0,59.0,,97.2,71.4,1.4,,20.8,8.9,0.2
283,2023-02-03 22:30:00,2023-02-03 22:45:00,222.0,59.0,,96.3,70.9,1.42,,20.5,9.4,0.2
284,2023-02-03 22:45:00,2023-02-03 23:00:00,248.0,52.0,,96.1,70.3,1.42,,20.4,10.1,0.2
285,2023-02-03 23:00:00,2023-02-03 23:15:00,248.0,52.0,,95.2,69.4,1.58,,20.4,10.0,0.2
286,2023-02-03 23:15:00,2023-02-03 23:30:00,248.0,52.0,,92.4,67.9,1.67,,20.3,7.9,0.2
287,2023-02-03 23:30:00,2023-02-03 23:45:00,248.0,52.0,,90.7,66.9,1.74,,20.8,6.5,0.2
288,2023-02-03 23:45:00,2023-02-04 00:00:00,180.0,67.0,,89.9,66.7,,,20.3,4.9,0.2
289,2023-02-04 00:00:00,2023-02-04 00:15:00,180.0,67.0,,89.0,67.2,1.64,,19.7,5.6,0.2
290,2023-02-04 00:15:00,2023-02-04 00:30:00,180.0,67.0,,87.7,66.4,1.59,,20.0,5.5,0.2
291,2023-02-04 00:30:00,2023-02-04 00:45:00,180.0,67.0,,87.7,66.3,1.6,,19.5,6.0,0.2
292,2023-02-04 00:45:00,2023-02-04 01:00:00,216.0,76.0,,84.7,64.8,1.63,,20.2,6.7,0.2
293,2023-02-04 01:00:00,2023-02-04 01:15:00,216.0,76.0,,83.7,63.8,1.5,,20.8,7.4,0.2
294,2023-02-04 01:15:00,2023-02-04 01:30:00,216.0,76.0,,81.1,61.8,1.4,,22.6,7.9,0.2
295,2023-02-04 01:30:00,2023-02-04 01:45:00,216.0,76.0,,79.2,60.6,1.42,,24.7,7.6,0.2
296,2023-02-04 01:45:00,2023-02-04 02:00:00,211.0,68.0,,81.2,60.3,1.37,,25.7,9.9,0.2
297,2023-02-04 02:00:00,2023-02-04 02:15:00,211.0,68.0,,81.6,60.3,1.32,,26.9,11.5,0.2
298,2023-02-04 02:15:00,2023-02-04 02:30:00,211.0,68.0,,80.5,59.1,1.25,,27.8,12.2,0.2
299,2023-02-04 02:30:00,2023-02-04 02:45:00,211.0,68.0,,79.9,57.8,1.19,,27.5,14.6,0.2
300,2023-02-04 02:45:00,2023-02-04 03:00:00,211.0,53.0,,79.0,56.3,1.2,,26.9,13.2,0.2
301,2023-02-04 03:00:00,2023-02-04 03:15:00,211.0,53.0,,79.0,55.5,1.25,,26.7,10.9,0.2
302,2023-02-04 03:15:00,2023-02-04 03:30:00,211.0,53.0,,78.2,54.7,1.27,,26.0,9.9,0.2
303,2023-02-04 03:30:00,2023-02-04 03:45:00,211.0,53.0,,77.0,53.4,1.27,,26.1,10.6,0.2
304,2023-02-04 03:45:00,2023-02-04 04:00:00,124.0,51.0,,75.5,52.5,1.25,,26.3,11.3,0.2
305,2023-02-04 04:00:00,2023-02-04 04:15:00,124.0,51.0,,75.2,51.5,1.19,,26.3,13.4,0.2
306,2023-02-04 04:15:00,2023-02-04 04:30:00,124.0,51.0,,74.3,51.1,1.16,,26.2,13.9,0.2
307,2023-02-04 04:30:00,2023-02-04 04:45:00,124.0,51.0,,73.0,49.9,1.19,,26.1,12.1,0.2
308,2023-02-04 04:45:00,2023-02-04 05:00:00,130.0,49.0,,72.6,48.6,1.21,,26.2,12.3,0.2
309,2023-02-04 05:00:00,2023-02-04 05:15:00,130.0,49.0,,72.1,48.4,1.21,,25.9,11.0,0.2
310,2023-02-04 05:15:00,2023-02-04 05:30:00,130.0,49.0,,70.6,47.6,1.33,,22.8,10.4,0.2
311,2023-02-04 05:30:00,2023-02-04 05:45:00,130.0,49.0,,69.0,47.1,1.6,,21.1,5.7,0.2
312,2023-02-04 05:45:00,2023-02-04 06:00:00,101.0,85.0,,68.8,48.0,1.48,,20.3,6.7,0.2
313,2023-02-04 06:00:00,2023-02-04 06:15:00,101.0,85.0,,68.8,48.1,1.35,,20.1,8.2,0.2
314,2023-02-04 06:15:00,2023-02-04 06:30:00,101.0,85.0,,67.6,47.5,1.44,,19.5,8.1,0.2
315,2023-02-04 06:30:00,2023-02-04 06:45:00,101.0,85.0,,66.8,46.9,1.99,,19.6,5.3,0.2
316,2023-02-04 06:45:00,2023-02-04 07:00:00,167.0,180.0,,67.3,48.5,1.74,,19.5,5.2,0.2
317,2023-02-04 07:00:00,2023-02-04 07:15:00,167.0,180.0,,68.8,51.1,2.04,,19.4,5.2,0.3
318,2023-02-04 07:15:00,2023-02-04 07:30:00,167.0,180.0,,67.9,52.4,2.34,,19.9,5.1,0.2
319,2023-02-04 07:30:00,2023-02-04 07:45:00,167.0,180.0,,67.5,53.4,1.48,,20.1,7.1,0.3
320,2023-02-04 07:45:00,2023-02-04 08:00:00,329.0,306.0,,68.5,54.6,1.02,,20.8,14.0,0.3
321,2023-02-04 08:00:00,2023-02-04 08:15:00,329.0,306.0,,69.5,54.9,0.61,,20.9,22.1,0.3
322,2023-02-04 08:15:00,2023-02-04 08:30:00,329.0,306.0,,70.6,54.2,0.63,,20.4,26.9,0.3
323,2023-02-04 08:30:00,2023-02-04 08:45:00,329.0,306.0,,72.1,53.6,0.73,,20.3,25.5,0.3
324,2023-02-04 08:45:00,2023-02-04 09:00:00,522.0,102.0,,72.9,53.1,0.69,,21.2,,0.3
325,2023-02-04 09:00:00,2023-02-04 09:15:00,522.0,102.0,,74.9,52.8,0.53,,22.0,,0.3
326,2023-02-04 09:15:00,2023-02-04 09:30:00,522.0,102.0,,76.7,52.2,0.5,,23.6,35.3,0.3
327,2023-02-04 09:30:00,2023-02-04 09:45:00,522.0,102.0,,78.9,52.5,0.45,,24.6,38.1,0.3
328,2023-02-04 09:45:00,2023-02-04 10:00:00,208.0,47.0,,81.9,53.3,,,26.5,43.7,0.2
329,2023-02-04 10:00:00,2023-02-04 10:15:00,208.0,47.0,,82.7,53.3,,,28.1,44.7,0.2
330,2023-02-04 10:15:00,2023-02-04 10:30:00,208.0,47.0,,83.0,53.1,1.26,,29.9,44.9,0.2
331,2023-02-04 10:30:00,2023-02-04 10:45:00,208.0,47.0,,82.0,52.6,0.41,,29.6,47.4,0.2
332,2023-02-04 10:45:00,2023-02-04 11:00:00,208.0,27.0,,81.3,51.4,0.4,,31.5,46.8,0.2
333,2023-02-04 11:00:00,2023-02-04 11:15:00,208.0,27.0,,82.6,51.1,0.39,,31.6,45.7,0.2
334,2023-02-04 11:15:00,2023-02-04 11:30:00,208.0,27.0,,81.2,50.4,0.38,,31.0,48.0,0.2
335,2023-02-04 11:30:00,2023-02-04 11:45:00,208.0,27.0,,79.9,49.4,0.37,,30.4,51.4,0.2
336,2023-02-04 11:45:00,2023-02-04 12:00:00,113.0,28.0,,,,0.33,,,55.7,0.2
337,2023-02-04 12:00:00,2023-02-04 12:15:00,113.0,28.0,,,,0.3,,,59.0,0.2
338,2023-02-04 12:15:00,2023-02-04 12:30:00,113.0,28.0,,,,0.3,,28.8,59.0,0.2
339,2023-02-04 12:30:00,2023-02-04 12:45:00,113.0,28.0,,75.4,47.5,0.29,,27.0,62.2,0.2
340,2023-02-04 12:45:00,2023-02-04 13:00:00,144.0,21.0,,76.4,46.7,0.27,,28.8,62.5,0.2
341,2023-02-04 13:00:00,2023-02-04 13:15:00,,,,,,,,,,
342,2023-02-04 13:15:00,2023-02-04 13:30:00,,,,,,,,,,
343,2023-02-04 13:30:00,2023-02-04 13:45:00,,,,55.2,34.4,,,28.5,,
344,2023-02-04 13:45:00,2023-02-04 14:00:00,,,,54.7,35.6,1.34,,30.0,65.1,
345,2023-02-04 14:00:00,2023-02-04 14:15:00,,,,56.4,36.8,1.33,,29.5,63.5,
346,2023-02-04 14:15:00,2023-02-04 14:30:00,,,,55.3,36.5,1.31,,28.4,63.5,
347,2023-02-04 14:30:00,2023-02-04 14:45:00,,,,53.8,36.3,0.98,,27.1,65.3,0.1
348,2023-02-04 14:45:00,2023-02-04 15:00:00,,20.0,,53.5,36.1,0.68,,25.7,65.1,0.1
349,2023-02-04 15:00:00,2023-02-04 15:15:00,,20.0,,56.6,37.6,0.66,,25.8,62.5,0.1
350,2023-02-04 15:15:00,2023-02-04 15:30:00,,20.0,,55.8,37.0,0.65,,26.4,62.6,0.1
351,2023-02-04 15:30:00,2023-02-04 15:45:00,,20.0,,56.6,37.0,0.66,,26.5,62.7,0.1
352,2023-02-04 15:45:00,2023-02-04 16:00:00,156.0,22.0,,57.0,37.3,0.66,,26.1,60.9,0.1
353,2023-02-04 16:00:00,2023-02-04 16:15:00,156.0,22.0,,59.3,37.5,0.66,,25.1,66.0,0.1
354,2023-02-04 16:15:00,2023-02-04 16:30:00,156.0,22.0,,61.9,38.1,0.66,,24.3,65.7,0.1
355,2023-02-04 16:30:00,2023-02-04 16:45:00,156.0,22.0,,64.0,39.2,0.66,,23.9,64.8,0.1
356,2023-02-04 16:45:00,2023-02-04 17:00:00,129.0,22.0,,66.0,40.0,0.69,,23.8,63.7,0.1
357,2023-02-04 17:00:00,2023-02-04 17:15:00,129.0,22.0,,69.5,41.5,0.7,,23.5,59.5,0.1
358,2023-02-04 17:15:00,2023-02-04 17:30:00,129.0,22.0,,72.1,42.7,0.7,,23.3,54.3,0.1
359,2023-02-04 17:30:00,2023-02-04 17:45:00,129.0,22.0,,74.3,43.7,0.7,,22.6,48.1,0.1
360,2023-02-04 17:45:00,2023-02-04 18:00:00,139.0,25.0,,76.6,45.8,0.74,,23.3,43.2,0.1
361,2023-02-04 18:00:00,2023-02-04 18:15:00,139.0,25.0,,77.9,46.9,0.8,,25.7,34.7,0.1
362,2023-02-04 18:15:00,2023-02-04 18:30:00,139.0,25.0,,80.2,48.2,0.84,,26.9,32.8,0.1
363,2023-02-04 18:30:00,2023-02-04 18:45:00,139.0,25.0,,82.7,50.0,0.87,,27.6,25.1,0.1
364,2023-02-04 18:45:00,2023-02-04 19:00:00,219.0,50.0,,85.5,51.9,0.93,,28.0,23.3,0.1
365,2023-02-04 19:00:00,2023-02-04 19:15:00,219.0,50.0,,87.6,53.8,1.02,,27.7,17.2,0.1
366,2023-02-04 19:15:00,2023-02-04 19:30:00,219.0,50.0,,90.1,56.0,1.03,,27.2,11.1,0.1
367,2023-02-04 19:30:00,2023-02-04 19:45:00,219.0,50.0,,91.8,57.6,1.08,,27.1,7.8,0.1
368,2023-02-04 19:45:00,2023-02-04 20:00:00,232.0,62.0,,92.0,59.1,1.03,,27.8,5.7,0.1
369,2023-02-04 20:00:00,2023-02-04 20:15:00,232.0,62.0,,92.7,60.6,1.52,,27.9,4.7,0.1
370,2023-02-04 20:15:00,2023-02-04 20:30:00,232.0,62.0,,93.8,63.2,2.2,,27.4,5.3,0.1
371,2023-02-04 20:30:00,2023-02-04 20:45:00,232.0,62.0,,93.6,65.9,2.07,,28.4,5.0,0.2
372,2023-02-04 20:45:00,2023-02-04 21:00:00,256.0,112.0,,93.9,69.2,1.95,,28.6,5.0,0.2
373,2023-02-04 21:00:00,2023-02-04 21:15:00,256.0,112.0,,95.3,72.2,1.43,,28.2,5.7,0.2
374,2023-02-04 21:15:00,2023-02-04 21:30:00,256.0,112.0,,96.1,74.2,1.36,,27.8,5.8,0.2
375,2023-02-04 21:30:00,2023-02-04 21:45:00,256.0,112.0,,95.9,74.9,1.44,,27.9,6.1,0.2
376,2023-02-04 21:45:00,2023-02-04 22:00:00,407.0,79.0,,94.9,74.8,1.72,,28.6,5.7,0.2
377,2023-02-04 22:00:00,2023-02-04 22:15:00,407.0,79.0,,92.5,73.8,1.66,,27.2,6.6,0.2
378,2023-02-04 22:15:00,2023-02-04 22:30:00,407.0,79.0,,90.4,72.6,1.68,,25.1,7.2,0.2
379,2023-02-04 22:30:00,2023-02-04 22:45:00,407.0,79.0,,89.1,72.0,1.83,,23.5,6.0,0.2
380,2023-02-04 22:45:00,2023-02-04 23:00:00,407.0,108.0,,88.2,71.8,2.0,,22.4,5.3,0.2
381,2023-02-04 23:00:00,2023-02-04 23:15:00,407.0,108.0,,87.4,72.7,2.02,,21.5,5.5,0.2
382,2023-02-04 23:15:00,2023-02-04 23:30:00,407.0,108.0,,85.7,72.8,2.22,,21.3,4.8,0.2
383,2023-02-04 23:30:00,2023-02-04 23:45:00,407.0,108.0,,83.9,72.3,1.92,,21.6,5.3,0.2
384,2023-02-04 23:45:00,2023-02-05 00:00:00,293.0,134.0,,81.5,71.5,,,22.1,5.4,0.2
385,2023-02-05 00:00:00,2023-02-05 00:15:00,293.0,134.0,,81.1,70.9,1.5,,22.2,5.3,0.2
386,2023-02-05 00:15:00,2023-02-05 00:30:00,293.0,134.0,,79.9,69.5,1.28,,22.6,5.6,0.2
387,2023-02-05 00:30:00,2023-02-05 00:45:00,293.0,134.0,,79.7,69.1,1.19,,22.2,5.1,0.3
388,2023-02-05 00:45:00,2023-02-05 01:00:00,307.0,116.0,,78.8,69.1,1.16,,22.5,5.0,0.3
389,2023-02-05 01:00:00,2023-02-05 01:15:00,307.0,116.0,,78.5,70.4,1.23,,22.6,5.3,0.2
390,2023-02-05 01:15:00,2023-02-05 01:30:00,307.0,116.0,,78.0,72.3,1.19,,22.5,5.4,0.2
391,2023-02-05 01:30:00,2023-02-05 01:45:00,307.0,116.0,,79.6,75.3,1.25,,22.2,5.3,0.3
392,2023-02-05 01:45:00,2023-02-05 02:00:00,291.0,123.0,,79.3,79.5,1.31,,23.3,4.5,0.2
393,2023-02-05 02:00:00,2023-02-05 02:15:00,291.0,123.0,,78.1,83.3,1.29,,25.0,5.4,0.3
394,2023-02-05 02:15:00,2023-02-05 02:30:00,291.0,123.0,,77.9,87.8,1.28,,26.4,4.6,0.3
395,2023-02-05 02:30:00,2023-02-05 02:45:00,291.0,123.0,,78.5,91.8,1.27,,27.3,4.8,0.3
396,2023-02-05 02:45:00,2023-02-05 03:00:00,431.0,111.0,,77.6,94.1,1.23,,28.4,5.3,0.3
397,2023-02-05 03:00:00,2023-02-05 03:15:00,431.0,111.0,,78.7,95.9,1.21,,28.6,5.2,0.3
398,2023-02-05 03:15:00,2023-02-05 03:30:00,431.0,111.0,,78.2,96.4,1.2,,28.0,5.1,0.3
399,2023-02-05 03:30:00,2023-02-05 03:45:00,431.0,111.0,,77.3,95.8,1.08,,27.7,4.2,0.3
400,2023-02-05 03:45:00,2023-02-05 04:00:00,328.0,85.0,,76.7,93.5,0.98,,28.3,4.9,0.3
401,2023-02-05 04:00:00,2023-02-05 04:15:00,328.0,85.0,,76.0,90.2,0.77,,28.8,5.4,0.3
402,2023-02-05 04:15:00,2023-02-05 04:30:00,328.0,85.0,,76.2,87.2,0.65,,28.0,6.3,0.3
403,2023-02-05 04:30:00,2023-02-05 04:45:00,328.0,85.0,,75.7,82.9,0.66,,27.9,5.7,0.2
404,2023-02-05 04:45:00,2023-02-05 05:00:00,228.0,57.0,,73.8,78.7,0.72,,28.1,5.2,0.2
405,2023-02-05 05:00:00,2023-02-05 05:15:00,228.0,57.0,,72.6,75.3,0.62,,27.9,6.4,0.2
406,2023-02-05 05:15:00,2023-02-05 05:30:00,228.0,57.0,,72.5,71.8,0.6,,27.6,6.7,0.2
407,2023-02-05 05:30:00,2023-02-05 05:45:00,228.0,57.0,,71.6,68.5,0.63,,27.6,6.2,0.2
408,2023-02-05 05:45:00,2023-02-05 06:00:00,145.0,52.0,,71.4,67.0,0.71,,27.8,5.0,0.2
409,2023-02-05 06:00:00,2023-02-05 06:15:00,145.0,52.0,,71.1,65.7,0.74,,25.5,5.3,0.2
410,2023-02-05 06:15:00,2023-02-05 06:30:00,145.0,52.0,,70.1,64.4,1.12,,23.2,5.0,0.2
411,2023-02-05 06:30:00,2023-02-05 06:45:00,145.0,52.0,,68.4,64.1,1.16,,22.6,5.0,0.2
412,2023-02-05 06:45:00,2023-02-05 07:00:00,145.0,151.0,,67.8,64.5,1.35,,22.2,5.3,0.2
413,2023-02-05 07:00:00,2023-02-05 07:15:00,145.0,151.0,,68.5,66.5,1.27,,21.5,5.4,0.2
414,2023-02-05 07:15:00,2023-02-05 07:30:00,145.0,151.0,,67.9,67.5,1.24,,21.5,5.1,0.3
415,2023-02-05 07:30:00,2023-02-05 07:45:00,145.0,151.0,,67.7,68.7,0.82,,21.7,8.2,0.3
416,2023-02-05 07:45:00,2023-02-05 08:00:00,335.0,133.0,,67.8,68.0,0.57,,22.1,16.3,0.3
417,2023-02-05 08:00:00,2023-02-05 08:15:00,335.0,133.0,,68.8,67.2,0.5,,21.9,24.5,0.3
418,2023-02-05 08:15:00,2023-02-05 08:30:00,335.0,133.0,,68.8,65.8,0.49,,22.1,27.4,0.2
419,2023-02-05 08:30:00,2023-02-05 08:45:00,335.0,133.0,,68.8,64.0,0.58,,22.3,30.9,0.2
420,2023-02-05 08:45:00,2023-02-05 09:00:00,282.0,69.0,,70.4,62.4,0.55,,22.4,,0.2
421,2023-02-05 09:00:00,2023-02-05 09:15:00,282.0,69.0,,72.6,60.9,0.55,,22.6,,0.2
422,2023-02-05 09:15:00,2023-02-05 09:30:00,282.0,69.0,,73.3,58.5,0.63,,22.8,38.9,0.2
423,2023-02-05 09:30:00,2023-02-05 09:45:00,282.0,69.0,,75.5,57.8,0.5,,22.4,44.3,0.2
424,2023-02-05 09:45:00,2023-02-05 10:00:00,166.0,64.0,,77.8,56.3,,,23.3,47.6,0.2
425,2023-02-05 10:00:00,2023-02-05 10:15:00,166.0,64.0,,79.5,55.4,,,25.6,52.5,0.2
426,2023-02-05 10:15:00,2023-02-05 10:30:00,166.0,64.0,,81.1,54.0,1.29,,26.4,56.2,0.2
427,2023-02-05 10:30:00,2023-02-05 10:45:00,166.0,64.0,,82.7,53.4,0.46,,26.8,59.8,0.2
428,2023-02-05 10:45:00,2023-02-05 11:00:00,161.0,38.0,,84.1,52.7,0.44,,27.1,62.6,0.2
429,2023-02-05 11:00:00,2023-02-05 11:15:00,161.0,38.0,,84.7,51.9,0.44,,26.6,63.8,0.2
430,2023-02-05 11:15:00,2023-02-05 11:30:00,161.0,38.0,,84.5,51.1,0.42,,25.9,64.5,0.2
431,2023-02-05 11:30:00,2023-02-05 11:45:00,161.0,38.0,,84.3,50.0,0.38,,25.4,57.2,0.2
432,2023-02-05 11:45:00,2023-02-05 12:00:00,111.0,26.0,,,,0.35,,,55.5,0.2
433,2023-02-05 12:00:00,2023-02-05 12:15:00,111.0,26.0,,,,0.34,,,56.3,0.2
434,2023-02-05 12:15:00,2023-02-05 12:30:00,111.0,26.0,,,,0.3,,27.0,58.1,0.2
435,2023-02-05 12:30:00,2023-02-05 12:45:00,111.0,26.0,,81.2,48.6,0.27,,24.5,59.4,0.1
436,2023-02-05 12:45:00,2023-02-05 13:00:00,123.0,25.0,,82.9,49.2,0.27,,26.1,56.9,0.1
437,2023-02-05 13:00:00,2023-02-05 13:15:00,123.0,25.0,,85.1,50.6,0.25,,25.6,55.6,0.1
438,2023-02-05 13:15:00,2023-02-05 13:30:00,123.0,25.0,,85.9,51.3,0.24,,24.8,55.1,0.1
439,2023-02-05 13:30:00,2023-02-05 13:45:00,123.0,25.0,,86.5,51.5,0.23,,24.5,54.4,0.1
440,2023-02-05 13:45:00,2023-02-05 14:00:00,149.0,23.0,,86.4,51.8,0.21,,25.1,52.8,0.1
441,2023-02-05 14:00:00,2023-02-05 14:15:00,149.0,23.0,,87.8,52.4,0.17,,25.6,51.4,0.1
442,2023-02-05 14:15:00,2023-02-05 14:30:00,149.0,23.0,,87.2,52.7,0.15,,26.2,49.5,0.1
443,2023-02-05 14:30:00,2023-02-05 14:45:00,149.0,23.0,,83.8,50.8,0.14,,24.0,51.1,0.1
444,2023-02-05 14:45:00,2023-02-05 15:00:00,149.0,12.0,,80.1,48.0,0.14,,22.3,50.6,0.1
445,2023-02-05 15:00:00,2023-02-05 15:15:00,149.0,12.0,,80.7,48.1,0.13,,23.5,50.7,0.1
446,2023-02-05 15:15:00,2023-02-05 15:30:00,149.0,12.0,,85.1,50.7,0.19,,33.6,48.9,0.1
447,2023-02-05 15:30:00,2023-02-05 15:45:00,,,,,,,,,,
448,2023-02-05 15:45:00,2023-02-05 16:00:00,,,,,,,,,,
449,2023-02-05 16:00:00,2023-02-05 16:15:00,,,,,,,,,,
450,2023-02-05 16:15:00,2023-02-05 16:30:00,,,,,,,,,,
451,2023-02-05 16:30:00,2023-02-05 16:45:00,,,,,,,,,,
452,2023-02-05 16:45:00,2023-02-05 17:00:00,,,,,,,,,,
453,2023-02-05 17:00:00,2023-02-05 17:15:00,,,,,,,,,,
454,2023-02-05 17:15:00,2023-02-05 17:30:00,,,,,,,,,,
455,2023-02-05 17:30:00,2023-02-05 17:45:00,,,,,,,,,,
456,2023-02-05 17:45:00,2023-02-05 18:00:00,,,,,,0.25,,,36.2,
457,2023-02-05 18:00:00,2023-02-05 18:15:00,,,,39.0,28.6,0.24,,27.0,35.8,
458,2023-02-05 18:15:00,2023-02-05 18:30:00,,,,42.2,30.1,0.33,,27.2,29.3,
